252,250,0,56,0,0,251,250,252,254,253,252,252,252,252,252,252,252,252,252,252,252,252,252,251,2,0,253,253,251,0,0,1,0,0,0,0,0,1,0,0,254,252,252,252,252,252,251,0,1,1,0,0,118,252,252,252,252,252,252,252,252,252,252,0,0,0,0,0,41,251,0,252,185,189,251,252,252,252,252,252,0,0,1,0,0,0,250,252,252,251,253,252,252,252,252,252,1,0,0,1,0,1,251,252,251,252,251,165,252,1,251,250,1,2,252,252,252,252,252,252,252,253,1,0,0,0,252
252,248,1,252,0,0,0,80,251,254,251,252,252,252,252,252,252,252,252,252,252,252,252,252,251,0,0,0,1,1,0,0,4,39,0,1,1,0,196,0,0,252,252,252,252,252,251,55,0,0,1,0,0,0,252,252,252,251,253,252,252,252,252,252,252,1,0,0,0,251,252,254,32,0,0,0,254,252,252,252,85,0,0,0,0,0,1,252,252,252,253,0,58,252,251,252,252,253,122,0,1,0,193,249,248,253,252,219,2,21,0,0,252,251,0,25,252,252,252,252,252,252,251,0,0,0,0,248
252,99,2,254,251,1,0,0,0,0,252,252,252,252,252,252,252,252,252,252,252,252,252,252,249,0,27,0,1,0,0,0,0,1,0,251,0,0,0,0,0,252,252,252,252,252,253,0,0,0,0,0,0,0,2,250,252,179,1,22,252,252,252,252,249,1,0,0,1,254,252,252,253,246,1,0,251,252,252,252,96,0,0,0,0,0,0,251,252,252,252,252,252,252,251,252,252,252,252,250,0,1,253,248,2,252,252,221,252,0,0,0,158,0,1,252,252,252,252,252,252,252,252,0,0,46,1,251
253,4,1,250,252,250,0,253,198,1,0,1,1,49,251,251,47,31,49,74,250,252,252,252,253,0,48,1,0,0,0,0,249,2,0,0,0,1,0,0,0,252,251,253,253,252,31,1,0,0,0,0,0,0,0,0,252,1,0,1,253,254,252,252,253,251,0,1,3,252,252,252,252,252,0,1,45,252,252,252,252,0,0,0,0,0,0,72,8,254,252,252,252,253,252,253,252,252,252,0,2,0,253,0,253,252,252,254,252,0,0,0,0,252,252,252,252,252,252,252,252,252,0,0,0,0,0,3
254,0,249,250,252,252,253,252,251,252,0,101,79,80,252,254,254,3,0,0,252,253,252,254,254,252,253,0,0,0,0,0,253,252,190,2,0,251,0,0,1,251,250,251,252,251,0,1,0,0,0,0,0,0,0,0,250,0,1,0,1,254,252,252,252,249,252,248,0,251,252,252,252,250,252,253,254,252,250,254,0,0,0,0,0,0,0,1,224,252,252,252,252,252,220,251,252,252,252,254,249,251,253,254,251,251,251,250,1,0,0,0,251,223,251,252,252,252,252,252,251,252,0,0,0,0,0,0
250,0,252,251,251,252,252,252,252,253,251,251,253,250,252,251,250,253,252,252,254,253,43,253,251,0,252,253,216,0,0,0,35,252,251,248,252,0,0,0,0,254,42,0,0,252,252,1,0,0,2,0,0,0,0,0,254,254,206,0,0,252,252,252,252,251,252,252,251,252,252,252,252,252,254,252,254,251,252,250,0,0,0,0,0,0,0,0,252,252,252,252,252,249,0,250,252,252,252,254,42,0,250,253,254,247,250,254,1,0,0,0,251,0,125,252,252,252,252,252,251,2,1,1,0,0,225,2
31,1,251,249,252,252,252,252,252,252,251,249,252,252,252,252,252,252,252,252,252,252,0,252,254,1,0,161,250,251,160,0,0,251,253,251,251,189,0,0,0,0,0,0,0,252,251,0,0,0,253,1,0,0,0,251,252,252,251,78,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,253,1,252,254,0,0,0,0,1,89,249,252,252,252,241,252,253,251,164,0,252,2,0,0,0,0,31,252,252,252,0,0,0,0,252,251,0,0,252,252,252,252,249,4,0,1,0,0,0,253,1
0,251,251,252,252,252,252,252,252,252,252,254,252,252,252,252,252,252,252,252,252,252,254,252,249,1,0,0,226,252,250,3,0,0,254,253,0,250,0,2,2,0,0,0,0,0,0,0,0,4,252,253,0,0,0,253,253,252,252,250,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,253,253,252,250,92,0,0,1,249,251,251,252,252,252,1,251,1,0,0,0,250,0,0,0,0,1,254,252,252,252,0,0,0,1,252,0,250,249,252,252,254,252,32,1,2,1,2,0,1,252,0
121,252,1,252,252,252,252,252,252,251,251,251,252,252,252,252,252,252,252,252,252,252,252,252,250,0,252,252,252,252,252,252,251,251,252,253,0,0,0,1,253,0,0,168,251,254,0,0,0,252,252,253,33,0,0,0,252,252,252,253,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,251,252,252,252,0,0,0,0,252,253,252,252,252,252,239,3,1,0,0,0,1,0,1,0,0,155,2,252,252,252,250,0,0,158,0,0,157,253,252,252,59,1,0,0,251,0,0,0,0,253,0
221,250,254,252,252,252,252,252,252,251,252,254,252,251,253,252,252,252,252,252,252,252,252,252,252,0,252,252,252,252,252,252,252,251,0,1,1,228,0,1,0,0,0,0,0,253,251,0,0,26,250,252,250,0,0,0,251,252,251,254,253,253,254,252,252,252,252,252,252,252,252,252,252,252,253,253,0,252,252,23,2,0,0,0,0,252,252,252,252,252,248,0,0,0,0,0,0,0,0,251,229,253,249,1,252,252,252,252,250,252,253,0,0,3,252,251,252,3,0,0,0,1,1,0,0,0,160,0
248,1,253,252,252,252,252,252,252,252,1,0,254,251,251,253,252,252,252,252,252,252,252,252,253,0,1,253,252,252,252,252,252,252,252,0,0,252,0,0,0,0,0,1,0,253,1,1,0,0,188,252,252,40,0,0,252,252,252,252,254,1,253,254,252,252,252,252,253,252,252,252,252,252,253,1,1,252,252,0,0,0,0,0,0,254,252,252,252,188,1,0,0,0,0,0,0,0,0,0,0,158,251,252,252,252,252,252,252,252,0,2,0,0,0,254,1,0,0,123,0,0,0,0,0,63,2,0
252,0,252,252,252,252,252,252,252,251,252,0,0,12,0,0,252,252,252,252,252,252,252,252,251,0,0,0,252,252,252,252,252,252,252,3,250,250,0,0,0,0,1,254,254,253,14,0,0,0,1,254,252,249,0,33,254,252,165,19,0,0,0,252,252,252,252,252,252,252,252,252,252,252,252,1,3,166,253,0,0,0,0,0,251,252,252,252,251,2,0,0,0,0,0,0,0,0,0,0,0,253,252,250,252,252,252,252,252,252,251,2,0,0,0,0,0,0,0,254,0,0,0,0,0,250,0,0
